"smis_reference","event_date","period","place","report_title","description","injury_degree_2013","fwi_2013"
SMIS4356259,2020-03-30 01:45:00.000,201913,Littlehampton LMD,Personal accident form,"Staff accident, on train at Littlehampton Depot, 30/03/2020",Non-severe,0.001
SMIS4353183,2020-03-30 07:25:00.000,201913,Selhurst Depot,Personal accident form,Selhurst Depot Turnstile accident 30/03/2020,Non-severe,0.001
SMIS3025707,2020-03-30 08:45:00.000,201913,Feltham Pway depot,Slip trip or fall,PA - Staff Accident - Inner DU - Member of staff suffered bruising and swelling to the right knee after tripping on a pallet and falling to his knees at Feltham.,Non-severe,0.001
SMIS2323022,2020-03-30 09:40:00.000,201913,Holbeck Jcn & Depot (Leeds),"Person interacting with animal, object,  vehicle or another person",PA – Buckingham Group Operative a drill spun round and caught the IP on the bridge of the nose at Holbeck.  (45976),Non-severe,0.001
SMIS4356278,2020-03-30 23:40:00.000,201913,Selhurst Depot,Personal accident form,"Staff accident, Selhurst Depot, 30/03/2020",Non-severe,0.001
SMIS2323041,2020-03-31 14:35:00.000,201913,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",Equipment overheated,Shock/Trauma,0.001
SMIS3025739,2020-04-01 11:30:00.000,202001,North Pole Depot,Slip trip or fall,"PA Western DU East MOS's foot slipped off the kerb which resulted in him falling to the floor. causing him to fall landing on his hands and bruising his right knee, North Pole Depot",Non-severe,0.001
SMIS2323063,2020-04-02 10:10:00.000,202001,Holbeck Jcn & Depot (Leeds),"Person interacting with animal, object,  vehicle or another person",PA - DRAM contractor scaffolder at Holbeck DU cut their finger when moving stones to place scaffolding. SCO 45991,Non-severe,0.001
SMIS216950,2020-04-04 12:15:00.000,202001,Three Bridges MDU,Person exposed to a hazardous substance,Engineer accident,Non-severe,0.001
SMIS2325823,2020-04-06 14:35:00.000,202001,Stewarts Lane LMD (London),"Person interacting with animal, object,  vehicle or another person",staff accident,Non-severe,0.001
SMIS2323084,2020-04-06 15:45:00.000,202001,Long Valley Sidings (Basingstoke),"Person interacting with animal, object,  vehicle or another person",Staff 21767 06/04/2020 Basingstoke Up Sidings. The driver of 5L56 sustained a cut to their wrist when operating the external egress handle to the cab,Non-severe,0.001
SMIS3025980,2020-04-06 22:35:00.000,202001,Barton Mills LMD,Slip trip or fall,"Contractor 06/04/2020 Basingstoke: A member of train presentation staff at Basingstoke tripped and fell over a damaged a door runner for the universal toilet on unit 450127, coach 66937. Injuring their chest.",Severe 7,0.01
SMIS2323079,2020-04-06 23:30:00.000,202001,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Bombardier contractor cut finger,Non-severe,0.001
SMIS3025876,2020-04-07 03:30:00.000,202001,Aylesbury LMD,Slip trip or fall,"5321/20 - Accident to Staff at Aylesbury Depot",Non-severe,0.001
SMIS3025777,2020-04-07 04:25:00.000,202001,Fratton Tcd (LMD),Slip trip or fall,Staff 03022 07/04/2020 Fratton TCD: Driver fell on walkway by the staff halt on Fratton TCD spraiing their ankle. No time lost from duty.,Non-severe,0.001
SMIS3025778,2020-04-08 08:30:00.000,202001,Grove Park Depot,Slip trip or fall,"Shunter fell backwards from bottom step of unit, Grove Park depot",Non-severe,0.001
SMIS021375,2020-04-08 10:24:00.000,202001,Colwich MDU,Awkward Body Movement,PA - Stafford DU Technician suffered back strain when picking up their keys at Colwich.,Severe 7,0.01
SMIS2323087,2020-04-08 14:30:00.000,202001,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person","Object in MDD's eye, injury sustained",Non-severe,0.001
SMIS2323395,2020-04-09 11:20:00.000,202001,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",Staff 51369 09/04/2020 Bournemouth TCD: MB2 fitter trapped their fingers when using a spanner to tighten bolts on a 158 unit,Non-severe,0.001
SMIS021376,2020-04-10 01:45:00.000,202001,Ramsgate MDU,Awkward Body Movement,"Fitter reported they strained their back fitting stiff power jumper, Ramsgate depot",Non-severe,0.001
SMIS3028218,2020-04-10 01:56:00.000,202001,Horsham Buildings MDU,Slip trip or fall,Staff fall,Non-severe,0.001
SMIS3025992,2020-04-10 17:27:00.000,202001,Taunton MDU,Slip trip or fall,Injured party slipped on ballast shoulder whilst stepping down from Train and fell on hand which was punctured by a plant stalk sticking out of ground,Severe 7,0.01
SMIS3025794,2020-04-11 00:00:00.000,202001,Bristol St Philips Marsh LMD,Slip trip or fall,Depot Cleaner at St Philips Marsh tripped over raised lip in concrete walkway,Non-severe,0.001
SMIS3026046,2020-04-11 19:21:00.000,202001,Canton Buildings MDU,Slip trip or fall,Minor Canton Depot Employee whilst cleaning unit slipped and fell .,Non-severe,0.001
SMIS191415,2020-04-12 13:00:00.000,202001,East Ham LMD (London),Other event resulting in injury or fatality,"Bombardier ""High Tech"" knocked his left hand against an adjacent component whilst loosening a bolt.",Non-severe,0.001
SMIS431818,2020-04-14 00:00:00.000,202001,Cricklewood Sidings,Personal accident form,INV-ACC4163,Non-severe,0.001
SMIS191404,2020-04-15 03:21:00.000,202001,Freightliner Felixstowe,Other event resulting in injury or fatality,Personal Injury,Non-severe,0.001
SMIS3025824,2020-04-16 14:00:00.000,202001,Ramsgate Train Maintenance Depot,Slip trip or fall,"Engineer injured ankle, stumbled working under a train on 12 Road, Ramsgate depot",Non-severe,0.001
SMIS2323154,2020-04-17 00:00:00.000,202001,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",Staff 51370 17/04/2020 Bournemouth TCD: MB3 fitter sustained a cut to their nose when they caught it with a spanner which slipped as they were tightening an object.,Non-severe,0.001
SMIS2323145,2020-04-17 11:03:00.000,202001,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",Staff accident at Eastcroft,Non-severe,0.001
SMIS2323170,2020-04-22 09:50:00.000,202001,Peterborough Tcd,"Person interacting with animal, object,  vehicle or another person",Contractor fitted injury at Peterborough Shed,Non-severe,0.001
SMIS2323178,2020-04-23 10:30:00.000,202001,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Contractor suffered needle puncture,Non-severe,0.001
SMIS3025882,2020-04-24 04:45:00.000,202001,Hull LMD,Slip trip or fall,"Cleaner fell on depot, injury sustained",Non-severe,0.001
SMIS3026040,2020-04-24 04:51:00.000,202001,Canton Buildings MDU,Slip trip or fall,Minor Canton depot  Employee twisted ankle over loose ballast,Non-severe,0.001
SMIS2323548,2020-04-24 10:27:00.000,202001,Soho LMD (Birmingham),"Person interacting with animal, object,  vehicle or another person",Staff member cut their thumb on a piece of glass on 323209,Non-severe,0.001
SMIS2323524,2020-04-27 03:00:00.000,202001,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person",Contractor Technician cut finger on bolt,Non-severe,0.001
SMIS3025929,2020-04-28 10:22:00.000,202001,Hither Green,Slip trip or fall,STF - London Bridge DU - PWay Track MOS slipped on plastic wrapping at Hither Green stores,Non-severe,0.001
SMIS2323480,2020-04-30 01:30:00.000,202001,Fratton Tcd (LMD),"Person interacting with animal, object,  vehicle or another person",Staff 03024 30/04/2020 Fratton TCD: Cleaner's hand caught in the doors of a GWR 166 unit on Fratton depot causing bruising.,Non-severe,0.001
SMIS2323552,2020-04-30 16:00:00.000,202001,DRS Crewe,"Person interacting with animal, object,  vehicle or another person",Accident: Fitter hit hand with hammer whilst chiselling,Non-severe,0.001
SMIS2323536,2020-05-01 04:42:00.000,202001,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",Staff 70030 01/05/2020 Wimbledon TCD: Depot driver caught their head on an unsecured ceiling panel in the cab of a 455 unit.,Non-severe,0.001
SMIS2323549,2020-05-01 07:40:00.000,202001,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person","Fitter lacerated his finger pulling up a chair, Ramsgate depot",Non-severe,0.001
SMIS20175,2020-05-05 00:00:00.000,202002,Reading Traincare Depot,Person exposed to a hazardous condition,Technician Sustained electrical burn whilst working on a battery charger,Non-severe,0.001
SMIS021401,2020-05-05 14:30:00.000,202002,Rugby Mill RD MDU,Awkward Body Movement,PA - Bletchley DU Stores Controller suffered ankle ligament damage when collating a pallet at Rugby.,Non-severe,0.001
SMIS3026026,2020-05-05 22:25:00.000,202002,Tyseley LMD,Slip trip or fall,Staff accident Tyseley Depot,Severe 7,0.01
SMIS3026014,2020-05-06 02:38:00.000,202002,Plymouth (Laira) Diesel LMD,Slip trip or fall,Technicial STF on metal grating at Laira Depot,Non-severe,0.001
SMIS2323596,2020-05-07 11:10:00.000,202002,Toton TMD,"Person interacting with animal, object,  vehicle or another person","Whilst attempting to fit a bush into a bogie side, fitter was tapping the bush with a small lump hammer to locate it when he struck the side of his left hand causing laceration",Non-severe,0.001
SMIS3026036,2020-05-08 13:00:00.000,202002,Westbury Stn Approach MDU,Slip trip or fall,"PA - a NSC MOS was cleaning 350 machine and slipped on the steps and fell and landed on his chest, Westbury MHD. [SCO 46242] NSC",Severe 7,0.01
SMIS20177,2020-05-09 04:10:00.000,202002,Ilford LMD (London),Person exposed to a hazardous condition,Contractor exposed to loud noise from 360 horn,Non-severe,0.001
SMIS3026037,2020-05-11 09:40:00.000,202002,Willesden South West Sidings SF,Slip trip or fall,PA - Euston DU Technician suffered minor injury due to tripping at Willesden.,Non-severe,0.001
SMIS2323669,2020-05-11 16:23:00.000,202002,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",Minor Canton Depot EMployee stuck with a stone from strimmer,Non-severe,0.001
SMIS2323603,2020-05-12 13:20:00.000,202002,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person","Depot driver hit head on train step, injury sustained",Non-severe,0.001
SMIS2323605,2020-05-13 15:30:00.000,202002,Allerton LMD,"Person interacting with animal, object,  vehicle or another person",Depot driver sustained leg injury,Severe 7,0.01
SMIS3026060,2020-05-14 09:30:00.000,202002,Stoke On Trent MDU,Slip trip or fall,PA - Stafford DU Section Administrator suffered numerous minor injuries due to fall on stairs at Stoke depot.,Non-severe,0.001
SMIS021406,2020-05-14 14:00:00.000,202002,Crown Point LMD (Norwich),Awkward Body Movement,Depot driver strained ankle,Non-severe,0.001
SMIS2323619,2020-05-15 02:30:00.000,202002,Orient Way,"Person interacting with animal, object,  vehicle or another person",Orient Way cleaner struck by internal door,Non-severe,0.001
SMIS2323707,2020-05-15 11:00:00.000,202002,Doncaster Marshgate Depot,"Person interacting with animal, object,  vehicle or another person",PA – Harsco Rail member of staff was lying awkwardly and fractured the right-hand side Ribs at Doncaster Marshgate.  (SCO 46371),Specified,0.125
SMIS021405,2020-05-16 04:11:00.000,202002,Etches Park LMD (Derby),Awkward Body Movement,Contractor accident at Etches Park,Non-severe,0.001
SMIS4316355,2020-05-17 03:00:00.000,202002,Selhurst Depot,Personal accident form,Engineering accident Selhurst depot,Severe 7,0.01
SMIS021421,2020-05-17 21:50:00.000,202002,Neville Hill LMD (Ns) Northern Rail,Awkward Body Movement,Driver injured by stiff bowden cable,Non-severe,0.001
SMIS2323655,2020-05-17 22:30:00.000,202002,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Contractor bruised hand whilst maintaining,Non-severe,0.001
SMIS431867,2020-05-18 00:00:00.000,202002,Brighton Ced Swimu MDU,Personal accident form,INV-ACC4298,Non-severe,0.001
SMIS2323657,2020-05-18 13:30:00.000,202002,Ilford LMD (London),"Person interacting with animal, object,  vehicle or another person",Ilford Tech cut thumb,Non-severe,0.001
SMIS2323782,2020-05-18 15:16:00.000,202002,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person",Staff Accident at Tyseley Depot,Non-severe,0.001
SMIS4316363,2020-05-19 00:45:00.000,202002,Lovers Walk TMD,Personal accident form,Staff accident Brighton Lovers Walk,Severe 7,0.01
SMIS021407,2020-05-19 09:15:00.000,202002,Neville Hill LMD (Ns) Northern Rail,Awkward Body Movement,Contractor injured back on depot,Non-severe,0.001
SMIS3026073,2020-05-19 14:30:00.000,202002,East Croydon MDU,Slip trip or fall,PA - Croydon DU MOS fell whilst getting up off his chair at East Croydon and sustained bruising to his lower back.,Non-severe,0.001
SMIS431921,2020-05-20 00:00:00.000,202002,Selhurst Depot,Personal accident form,INV- Selhurst Engineering staff accident,Non-severe,0.001
SMIS431926,2020-05-21 00:00:00.000,202002,Selhurst Depot,Personal accident form,INV-ACC4317,Non-severe,0.001
SMIS2323674,2020-05-21 11:00:00.000,202002,Port Talbot MDU,"Person interacting with animal, object,  vehicle or another person",PA. Cardiff DU S&T staff cut head after striking external window guard at Port Talbot depot,Non-severe,0.001
SMIS2323672,2020-05-21 11:17:00.000,202002,Carlisle St Nicholas Bridge MDU,"Person interacting with animal, object,  vehicle or another person",PA - Member of DU staff strained their back while moving materials in the depot store at Carlisle,Non-severe,0.001
SMIS3026116,2020-05-21 16:30:00.000,202002,Kirkdale TCS (LMD) (Liverpool),Slip trip or fall,Technician fell whilst attempting to board train when the the handrail he grabbed was not secure. Technician strained multiple body parts,Non-severe,0.001
SMIS3026102,2020-05-21 22:30:00.000,202002,Wolverhampton,Slip trip or fall,"PA -  WD Contractor Accident - Operative jarred their back due to slipping off a small step at Corn Hill Depot, Wolverhampton.",Non-severe,0.001
SMIS0118795,2020-05-24 00:10:00.000,202002,London Bridge Rear Sb MDU,Assault and abuse,PA - DU London Bridge - IP was verbally assaulted then hit in the back of the knee by a car at DU London Bridge,Non-severe,0.001
SMIS2323692,2020-05-24 18:00:00.000,202002,East Croydon MDU,"Person interacting with animal, object,  vehicle or another person","PA - Croydon DU MOS was struck by a soleplate whilst lifting it onto a flatbed at East Croydon Depot, and sustained bruising to his right wrist.",Non-severe,0.001
