"smis_reference","event_date","period","place","report_title","railway_operating_incident_type","description","owning_org","organisations_involved"
SMIS2625987,2020-07-21 00:00:00.000,202004,Whitemoor Yard,Railway operating incident,,OCC (Route Services)  - Whitemoor MHD : S&C small plant legal breach. Details recorded as per L2 investigation. Ref: HSEA 46958,Network Rail,"GB Railfreight, Network Rail"
SMIS2622825,2020-07-21 19:15:00.000,202004,Scunthorpe Goods Yard,Railway operating incident,Load leaking or incorrectly discharged,"BBA wagons, 910058 & 910113, presented for movement have been returned to the works due to being incorrectly loaded.",DB Cargo (UK),DB Cargo (UK)
SMIS291398,2020-07-22 04:20:00.000,202004,Bedford Midland LMD,Signal passed at danger,Train authorised to proceed with points incorrectly set,CAT A SPAD/Points Run Through - 5P01 (0409 Bedford CS - West Hampstead) passed WH607 GPLS signal Bedford at Red (not multi SPAD) and ran through 921 & 926 points.,Govia Thameslink Railway,"Govia Thameslink Railway, Network Rail"
SMIS2622872,2020-07-22 21:00:00.000,202004,Bletchley LMD,Railway operating incident,Other: Near miss,Near Miss: Bletchley Carriage Sidings,West Midlands Trains,West Midlands Trains
SMIS2622868,2020-07-23 03:00:00.000,202004,Ilford LMD (London),Railway operating incident,Train speeding,Speeding incident,Greater Anglia,Greater Anglia
SMIS2622869,2020-07-23 03:10:00.000,202004,Ilford LMD (London),Railway operating incident,Train speeding,Speeding incident,Greater Anglia,Greater Anglia
SMIS2241453,2020-07-23 18:46:00.000,202004,Birmingham Moor Street; Birmingham Moor Street Sidings,Person in a prohibited area,Other: Driver failed to secure train doors whilst checking for any passengers onboard,"8485/20 – Passenger overcarried on Unit 168321 to Birmingham Moor Street Sidings",Chiltern Railways,"Chiltern Railways, Network Rail"
SMIS2622870,2020-07-23 20:30:00.000,202004,Fratton Tcd (LMD),Railway operating incident,Other train movement without authority: Train moved with NTMB attached,NTMB 23/07/2020 Fratton TCD: Set moved with Not to be move boards attached.,South Western Railway,South Western Railway
SMIS2623277,2020-07-28 04:22:00.000,202005,Freightliner Felixstowe,Railway operating incident,Exiting worksite,"4L92 MRKU1094950 Missing Door Felixstowe RPT-427",Freightliner Group,"DB Cargo (UK), Freightliner Group"
SMIS2622952,2020-07-29 18:00:00.000,202005,Wembley Depot,Railway operating incident,Train brakes not released,"6O77 (14:53 Wembley to Hoo) has arrived Hoo Jn with handbrakes applied t",DB Cargo (UK),"Chiltern Railways, DB Cargo (UK)"
SMIS3712579,2020-07-30 06:50:00.000,202005,Middlesbrough MDU,"Train striking or struck by animal, object or road vehicle",Train runaway,Report received from North East driver working 0N47 (07:28 Middlesborough to Tees).,DB Cargo (UK),"DB Cargo (UK), Other, CrossCountry"
SMIS2241777,2020-07-31 19:50:00.000,202005,Birmingham Snow Hill; Birmingham Snow Hill Sidings,Person in a prohibited area,Other: Train was not fully checked by Train Manager.,"8914/20 – Passenger overcarried on Unit 168215 to Birmingham Snow Hill Sidings",Chiltern Railways,"Chiltern Railways, Chiltern Railways, Network Rail, Network Rail, West Midlands Trains"
SMIS2324482,2020-08-05 12:09:00.000,202005,Stewarts Lane Depot,"Person interacting with animal, object,  vehicle or another person",,Near Miss - 5I22 reported a near miss with track staff at Stewarts Lane Depot.,Network Rail,"Govia Thameslink Railway, Network Rail"
SMIS2623081,2020-08-05 20:00:00.000,202005,Wimbledon LMD (London),Railway operating incident,Other: Train given permission to move with overhead supply attached.,Depot Operational Incident 05/08/2020 Wimbledon TCD: 8 car 455 set moved with the overhead electrical supply still attached. Cable pulled out of the jumper.,South Western Railway,South Western Railway
SMIS1121347,2020-08-05 20:08:00.000,202005,Earles Sidings,Irregular signal aspect sequence,Wrong route set for train,"COA/Wrong route: 1Q43 1845 Crewe CS - Crewe CS at ES101 signal Eccles due to a wrong route being set, not taken",Network Rail,"Colas Rail, Network Rail"
SMIS2623089,2020-08-06 11:45:00.000,202005,Fratton Tcd (LMD),Railway operating incident,Other train movement without authority: Moved with NTMB attached,NTMB Incident 06/08/2020 Fratton TCD: A Driver Instructor with a trainee was found to be carrying out couple and uncoupling practice with a 10 car 444 set with a “Not to be Moved” board attached,South Western Railway,South Western Railway
SMIS2623095,2020-08-08 00:45:00.000,202005,Wembley Yard,Railway operating incident,Wrong route set for train,"Wrong route -  4M73 (21:41 Felixstowe – Ditton) at WM779 signal, Wembley, due to signaller miscommunication. Route taken by driver.",Network Rail,"Freightliner Group, Network Rail"
SMIS2623134,2020-08-10 03:22:00.000,202005,Frodingham Depot,Railway operating incident,Train authorised to proceed with points incorrectly set,Damage-Points run through in possession at Frodingham by 6T53 (01:00 Doncaster Up Decoy-Scunthorpe Trent Junction). SCO ref 47084.,Network Rail,"DB Cargo (UK), Network Rail"
SMIS2623261,2020-08-11 00:00:00.000,202005,Eastcroft LMD (Nottingham),Railway operating incident,Other: Unit released into service in unservicable condition,Unit entered service in unserviceable condition,East Midlands Railway,"East Midlands Railway, East Midlands Railway"
SMIS2623527,2020-08-12 00:00:00.000,202005,DRS Sellafield,Railway operating incident,Scotches not removed,Shunting Incident: Scotch left in place during shunt move,Direct Rail Services,Direct Rail Services
SMIS2623164,2020-08-12 11:10:00.000,202005,Swindon Cocklebury Sidings,Railway operating incident,,OCC - Possession taken of Swindon Cocklebury sidings without consulting signaller,Network Rail,Network Rail
SMIS2627071,2020-08-12 17:56:00.000,202005,Toton TMD,Railway operating incident,Other train movement without authority: Passed signal at danger - this was downgraded from a SPAD following investigation.,DOWNGRADED TO OPS INCIDENT: 6K97 passed signal TC4584 at danger (Toton Old Bank Siding),Direct Rail Services,"DB Cargo (UK), Direct Rail Services"
SMIS2623209,2020-08-14 16:47:00.000,202005,Hull Yard,Railway operating incident,Train door incident,"6D72 arrived at Rylstone with 2 wagon doors open",GB Railfreight,"GB Railfreight, Network Rail"
SMIS2623211,2020-08-15 11:33:00.000,202005,Immingham,Railway operating incident,Other: Train departed before being consisted in TOPS,Scunthorpe Operations supervisor reports that 6T24 11:35 from Immingham Bulk terminal to Santon had departed prior to being consisted in Tops and he cannot Consist the train as wagon BSSC26002  is  loaded and is over due VIBT.,DB Cargo (UK),"DB Cargo (UK), GB Railfreight"
SMIS2623210,2020-08-16 00:00:00.000,202005,Exeter Olds View Depot MDU,Railway operating incident,Coupling incorrectly connected,Rough Shunt at Exeter TMD,Great Western Railway,Great Western Railway
SMIS2623229,2020-08-18 12:50:00.000,202005,Shrewsbury MDU,Railway operating incident,Train authorised to proceed with points incorrectly set,OCC. 0Z97 1310 Coleham - Canton ran through 4 hand points at Coleham Depot,Network Rail,"Colas Rail, Network Rail"
SMIS2623236,2020-08-18 16:11:00.000,202005,Tyseley LMD,Railway operating incident,Other train movement without authority: Train movement whilst NTBM board attached,Stop Board incident; Tyseley Depot,West Midlands Trains,West Midlands Trains
SMIS2623300,2020-08-22 02:29:00.000,202005,Shrub Hill LMD (Worcester),Railway operating incident,Other: rough shunt had taken place causing damage to the coupler,Failure to follow Operational Instructions : Worcester LMD,West Midlands Trains,West Midlands Trains
SMIS2623344,2020-08-24 06:32:00.000,202006,Grove Park Depot,Railway operating incident,Train wrongly authorised or signalled into a possession or line blockage,"Yard Supervisor, Grove Park routed 5N13 via Washer Road 3 Grove Park which is out of use",Southeastern,Southeastern
SMIS2623385,2020-08-27 05:22:00.000,202006,Woking Up Yard,Railway operating incident,Train authorised to proceed with points incorrectly set,OCC - Points HP14A at Woking up yard were run through by a machine,Network Rail,"Balfour Beatty Rail Projects, Network Rail"
SMIS2623431,2020-08-28 11:56:00.000,202006,Whitemoor Yard,Railway operating incident,Train rolled back or forwards,Loading Irregularity at Whitemoor Yard,GB Railfreight,"GB Railfreight, Network Rail"
SMIS2242995,2020-08-28 19:40:00.000,202006,Kidderminster; Stourbridge Junction Sidings,Person in a prohibited area,Other: Train was not fully checked by the driver.,"10395/20 – Passenger overcarried on AL03 at Stourbridge Siding",Chiltern Railways,"Chiltern Railways, Network Rail"
SMIS2623411,2020-08-29 18:15:00.000,202006,Cricklewood Terminal,Railway operating incident,Train authorised to proceed with points incorrectly set,Points Run-through - MEWP ran through No.1025 points at Cricklewood Sidings,Network Rail,"Amey Rail, GB Railfreight, Network Rail"
SMIS2242996,2020-08-30 12:00:00.000,202006,London Marylebone; Wembley Depot,Person in a prohibited area,Other: Driver failed to ensure train way empty.,"10416/20 – Passenger overcarried to Wembley Depot onboard 5E27",Chiltern Railways,Chiltern Railways
SMIS2623492,2020-09-03 19:14:00.000,202006,Blackpool North LMD,Railway operating incident,Other: Detached tract conductor from stanchion mounting plate,Tract Conductor detached has become detached from the Stanchion mounting plate at Blackpool CS,Northern,"Network Rail, Northern"
SMIS2623795,2020-09-05 21:44:00.000,202006,Wembley Depot,Railway operating incident,Other: Driver did not secure brakes on the unit and two vehicles collided,"10754/20 – Collision between Vehicle 50307 and DVT 82309 at Wembley Depot",Chiltern Railways,Chiltern Railways
SMIS2623592,2020-09-11 08:23:00.000,202006,Wimbledon LMD (London),Railway operating incident,Other: Permission give to move with air line attached,Depot Operational Incident 11/09/2020: Unit 8525 was shunted with an air line still attached. No injuries or damage to unit or infrastructure.,South Western Railway,South Western Railway
SMIS2623733,2020-09-15 15:28:00.000,202006,Neville Hill LMD (Ns) Northern Rail,Railway operating incident,,Fork Lift truck driver incident at Neville Hill,Northern,"Network Rail, Northern"
SMIS2623734,2020-09-19 06:35:00.000,202006,Southampton Up Goods Loop,Railway operating incident,Train door incident,"Advice received from Hampshire groundstaff at Southampton West Docks. 4O63, Birch Coppice to Southampton Western Docks, arrived with two container doors open. BEAU 5365591 was on 7049381690, and UACU 8199771 was on FXA610245. Both were railed as empty, and neither had any damage.",DB Cargo (UK),"DB Cargo (UK), South Western Railway"
SMIS2243741,2020-09-19 10:40:00.000,202006,Aylesbury LMD,Person in a prohibited area,Other: Driver failed to close and lock train doors to prevent passengers boarding,"11549/20 – Passengers overcarried on Unit 165031 to Aylesbury Depot",Chiltern Railways,Chiltern Railways
SMIS35606,2020-09-20 14:30:00.000,202007,Derby RTC Yard,Train derailment,Train authorised to proceed with points incorrectly set,Derailment - UTU2 DBSO 9703 (bogie 2) de-railed at Derby RTC. (IRIS 3567),Network Rail,"Loram UK Limited, Network Rail, Other, CrossCountry"
SMIS2623759,2020-09-21 00:54:00.000,202007,Wimbledon LMD (London),Railway operating incident,Other train movement without authority,Depot Operational Incident 21/09/2020: Train moved with NTBM boards still attached.,South Western Railway,South Western Railway
SMIS453506,2020-09-22 00:45:00.000,202007,Sandown Sidings,SPAD and operating incident form,Other: Cherry Picker derailed on Island Line,"Operating Incident, 22/09/2020, An RRV cherry picker being used in connection with engineering work on the Island Line became derailed at Sandown siding approximately 40 metres from where it had been placed on the rails. The operator had sustained an injury to their arm. Initial investigations indicated a possible issue with the RRV because one of the front wheels was 2 inches of the rail. The fitter reported that everything was working fine with self-levelling of the wheels, but it could be seen that when the machine was heading back to ""off track"" the wheel still wasn’t touching the rail and got stuck and couldn’t move. Even when the machine was stable and ready to ""off track"", the wheel was not touching the rail by 20mm. If the self-levelling part of the machine was working, the wheel that was in the air should have been touching the head of the rail. There was no damage to any off the track because it only travelled about 30 to 50 meters.",South Western Railway,South Western Railway
SMIS2623816,2020-09-22 07:00:00.000,202007,Neville Hill LMD (Ns) Northern Rail,Railway operating incident,Other,Jumper cable hanging from unit when leaving no 3 shed at Neville Hill,Northern,"Network Rail, Northern"
SMIS2623821,2020-09-23 00:55:00.000,202007,Dollands Moor,Railway operating incident,Other train movement without authority: wrongly routed departing Dollands Moor onto the Down Fast.,Dollands Moor Operations Supervisor reports that 4360 23:44 Dollands Moor - Calais Frethun has been wrongly routed departing Dollands Moor onto the Down Fast.,DB Cargo (UK),DB Cargo (UK)
SMIS2244091,2020-09-26 01:45:00.000,202007,Banbury; Banbury Depot,Person in a prohibited area,"Other: Driver checked the train of passengers with the doors still open, allowing passengers to enter without him knowing.","11911/20 – Passenger overcarried on 5U77 Unit 165024 to Banbury Depot",Chiltern Railways,"Chiltern Railways, Chiltern Railways, Network Rail"
SMIS2623866,2020-09-26 23:00:00.000,202007,Scunthorpe Goods Yard,Railway operating incident,Train brakes not released,"Advised by the Operations Supervisor at Scunthorpe, That British Steel No9 control has advised him they have moved two BEA wagons 950512 and 950392 around the steel works site and into the slab bay with the wagons hand brakes applied. The wagons have been placed in Red Card Status and will be examined by C&W Engineers on Monday morning. Note that no DB Cargo staff have had any involvement.",DB Cargo (UK),DB Cargo (UK)
SMIS2244092,2020-09-29 13:20:00.000,202007,Marylebone; Wembley Depot,Person in a prohibited area,Other: Checking train for any passengers onboard before departing to depot.,"12065/20 – Passenger overcarried on 5E32 on Unit 168323 to Wembley Depot",Chiltern Railways,"Chiltern Railways, Chiltern Railways, Network Rail"
