"smis_reference","event_date","period","place","report_title","sub_event","personal_accident_type","fwi_2013"
SMIS2320344,2019-10-16 01:10:00.000,201908,Clapham Junction LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4355957,2019-10-16 06:10:00.000,201908,Cambridge Adj Mill Rd MDU,Personal accident form,other event resulting in injury fatality,,0.001
SMIS3021681,2019-10-16 14:16:00.000,201908,Neville Hill LMD East Midlands Trains,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3021685,2019-10-16 16:30:00.000,201908,Rhymney depot,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.01
SMIS3021713,2019-10-16 17:42:00.000,201908,Tyseley LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS4356143,2019-10-17 10:30:00.000,201908,Selhurst Depot,Personal accident form,other event resulting in injury fatality,,0.001
SMIS021146,2019-10-17 13:30:00.000,201908,Newton Heath LMD (Manchester),Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS2319963,2019-10-17 14:00:00.000,201908,Appleby Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4356159,2019-10-18 00:53:00.000,201908,Letchworth (LMD),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2319995,2019-10-18 07:00:00.000,201908,Hither Green,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with railway infrastructure,0.001
SMIS2319999,2019-10-18 14:30:00.000,201908,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3021802,2019-10-18 18:30:00.000,201908,Faversham Yd Dn Sd MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320004,2019-10-18 23:06:00.000,201908,Acton,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS3021730,2019-10-20 03:03:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3021880,2019-10-21 05:57:00.000,201908,Colchester LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3021860,2019-10-22 00:00:00.000,201908,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS021166,2019-10-22 11:00:00.000,201908,Corkerhill LMD (Glasgow),Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS3021829,2019-10-23 01:20:00.000,201908,Heaton LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320070,2019-10-23 07:45:00.000,201908,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320077,2019-10-23 08:28:00.000,201908,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS021160,2019-10-24 12:05:00.000,201908,Allerton LMD,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS2320335,2019-10-25 00:00:00.000,201908,Allerton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with train,0.001
SMIS021161,2019-10-25 04:30:00.000,201908,Allerton LMD,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS3021895,2019-10-25 14:00:00.000,201908,Warrington Tmd,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS213674,2019-10-25 16:57:00.000,201908,Wimbledon LMD (London),Person exposed to a hazardous substance,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS3022411,2019-10-25 23:55:00.000,201908,Guildford North Box Sidings,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.125
SMIS3021866,2019-10-26 09:04:00.000,201908,Earles Sidings,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS4356450,2019-10-27 19:30:00.000,201908,Brighton Ced Swimu MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS2320143,2019-10-27 23:27:00.000,201908,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320970,2019-10-28 01:00:00.000,201908,Birmingham Moor Street Sidings,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320139,2019-10-28 06:30:00.000,201908,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320664,2019-10-28 09:50:00.000,201908,Guide Bridge MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS021170,2019-10-29 00:00:00.000,201908,Cambridge Adj Mill Rd MDU,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS3021961,2019-10-29 00:00:00.000,201908,Reading (Cow Lane) MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320213,2019-10-29 01:13:00.000,201908,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320183,2019-10-29 14:15:00.000,201908,Shields ET Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022260,2019-10-30 03:00:00.000,201908,Heaton LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS4356339,2019-10-30 04:00:00.000,201908,Horsham Buildings MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS3021988,2019-10-30 07:33:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3024616,2019-10-30 17:31:00.000,201908,Holyhead LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320224,2019-10-30 23:30:00.000,201908,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4356561,2019-11-01 03:00:00.000,201908,Selhurst Depot,Personal accident form,other event resulting in injury fatality,,0.001
SMIS2320509,2019-11-01 10:00:00.000,201908,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320510,2019-11-01 12:00:00.000,201908,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320563,2019-11-01 14:30:00.000,201908,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2618745,2019-11-03 10:04:00.000,201908,Wimbledon Train Care Depot,Railway operating incident,railway operating incident,,0.001
SMIS2321021,2019-11-03 23:30:00.000,201908,Aylesbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with train,0.001
SMIS2320511,2019-11-04 10:30:00.000,201908,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320567,2019-11-04 22:20:00.000,201908,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person exposed to a hazardous condition; person interaction,Hazardous condition,0.001
SMIS3022119,2019-11-05 00:00:00.000,201908,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3022338,2019-11-05 00:20:00.000,201908,Kirkdale TCS (LMD) (Liverpool),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320513,2019-11-05 12:45:00.000,201908,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2325700,2019-11-05 14:07:00.000,201908,Machynlleth LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022317,2019-11-05 17:20:00.000,201908,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS4356657,2019-11-05 17:45:00.000,201908,Hornsey LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022232,2019-11-05 21:00:00.000,201908,Bletchley LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3022101,2019-11-06 00:05:00.000,201908,Fratton Tcd (LMD),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320340,2019-11-06 04:30:00.000,201908,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022100,2019-11-06 07:15:00.000,201908,Slade Green LMD,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320351,2019-11-07 01:02:00.000,201908,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022160,2019-11-07 11:09:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS191227,2019-11-08 00:00:00.000,201908,Swindon MDU,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.001
SMIS3022184,2019-11-08 07:28:00.000,201908,Carlisle St Nicholas Bridge MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.125
SMIS4356795,2019-11-08 09:00:00.000,201908,Selhurst Depot,Personal accident form,other event resulting in injury fatality,,0.001
SMIS2320455,2019-11-09 00:00:00.000,201908,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with an animal,0.001
SMIS2320410,2019-11-09 03:55:00.000,201908,Shoeburyness CSD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022291,2019-11-10 04:00:00.000,201909,Ramsgate Train Maintenance Depot,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS4356800,2019-11-10 05:18:00.000,201909,Victoria Grosvenor Rd LMD (Ldn),Personal accident form,other event resulting in injury fatality,,0.001
SMIS3022295,2019-11-10 06:45:00.000,201909,Strawberry Hill LMD (London),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2320466,2019-11-10 12:40:00.000,201909,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320506,2019-11-10 21:30:00.000,201909,Kirkdale TCS (LMD) (Liverpool),"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with train,0.001
SMIS2320570,2019-11-11 10:00:00.000,201909,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS187168,2019-11-12 01:20:00.000,201909,Freightliner Felixstowe,"Object, road vehicle or animal on or near the line",railway operating incident; object road vehicle animal on near line,,0.001
SMIS4356902,2019-11-12 12:00:00.000,201909,Selhurst Depot,Personal accident form,other event resulting in injury fatality,,0.001
SMIS2320452,2019-11-12 16:30:00.000,201909,Crewe Iemd,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS3022278,2019-11-12 21:10:00.000,201909,Blackpool MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2324162,2019-11-13 06:40:00.000,201909,Treherbert depot,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320480,2019-11-13 07:30:00.000,201909,Hastings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with person,0.001
SMIS2320478,2019-11-13 11:01:00.000,201909,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320966,2019-11-13 12:45:00.000,201909,DRS Carlisle - Kingmoor,"Person interacting with animal, object,  vehicle or another person",person interaction,Interaction with train,0.001
SMIS3022302,2019-11-13 18:35:00.000,201909,Doncaster Csdc,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3022314,2019-11-14 00:51:00.000,201909,Darlington MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS072061,2019-11-14 07:40:00.000,201909,Heaton LMD,Fire or explosion (train),fire or explosion,,0.001
SMIS3022342,2019-11-15 00:00:00.000,201909,Reading (Cow Lane) MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS3022355,2019-11-15 03:10:00.000,201909,Hitchin Nightingale Road MDU,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS191253,2019-11-15 10:30:00.000,201909,DRS Motherwell,Other event resulting in injury or fatality,other event resulting in injury fatality,,0.01
SMIS3022403,2019-11-15 12:00:00.000,201909,Shields LMD (Glasgow),Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS05378,2019-11-15 15:00:00.000,201909,Allerton LMD,Electric shock,electric shock,Electric shock,0.001
SMIS021181,2019-11-17 20:00:00.000,201909,Ramsgate Train Maintenance Depot,Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS3022393,2019-11-18 07:44:00.000,201909,Crewe Gresty,Slip trip or fall,slip trip or fall,"Slip, trip, fall",0.001
SMIS2322688,2019-11-18 15:30:00.000,201909,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS2320596,2019-11-19 10:50:00.000,201909,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS021201,2019-11-19 11:10:00.000,201909,Newton Heath LMD (Manchester),Awkward Body Movement,awkward body movement,Awkward body movement,0.001
SMIS2320584,2019-11-19 15:05:00.000,201909,Dartford Sma Sb MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,"Interaction with plant, machine, equip or tool",0.001
