"smis_reference","event_date","period","place","report_title","personal_accident_type","description"
SMIS1117276,2019-10-20 12:39:00.000,201908,Crawley New Yard,Irregular signal aspect sequence,,COA - 1C29 (11:31 Bognor - Victoria) reported a Change Of Aspect (G-R) on T270 Signal at Crawley New Yard. Due to Track Circuit failure
SMIS2618560,2019-10-21 01:15:00.000,201908,Heaton LMD,Railway operating incident,,"911115 Unit reports after an A exam the pan head was renewed and put back onto the contact wire, this set the contact wire dropper wire and catenary to set on fire."
SMIS3021880,2019-10-21 05:57:00.000,201908,Colchester LMD,Slip trip or fall,"Slip, trip, fall",RPI STF off of chair
SMIS1590,2019-10-21 07:15:00.000,201908,Stoke On Trent MDU,Machine plant equipment or tool failure,,Wheelset dropped approximately 2 feet to the ground.
SMIS2618508,2019-10-21 09:20:00.000,201908,Clapham Junction LMD (London),Railway operating incident,,Depot Irregularity 21/10/2019 Clapham TCD: Train routed into occupied siding on Clapham TCD due to miscommunication betweent shunter and pointsman
SMIS2618504,2019-10-21 12:49:00.000,201908,Etches Park LMD (Derby),Railway operating incident,,Runaway train at Etches Park
SMIS176989,2019-10-21 13:20:00.000,201908,Southampton Up Goods Loop,"Non-rail vehicle colliding with animal, object or another road vehicle",,Southampton Eastern Dock -VW Caddy  was struck by a left hand drive Jeep Cherokee (Un registered).
SMIS385901,2019-10-21 14:40:00.000,201908,Cardiff Tidal,Vandalism,,VGA wagon 210497 has been found with fresh non offensive graffiti.
SMIS35437,2019-10-21 15:48:00.000,201908,,Train derailment,,Derailment - 1Z94 08.16 Inverness-Stevenage derailed on the Up sidings at Tweedmouth
SMIS2233276,2019-10-21 18:17:00.000,201908,Tees Yard,Person in a prohibited area,,Trespass – 2D47 (17:44 Saltburn-Bishop Auckland) reported three men running across the line at Tees yard.
SMIS3021860,2019-10-22 00:00:00.000,201908,Bristol St Philips Marsh LMD,Slip trip or fall,"Slip, trip, fall",Colleague accident at St Philips Marsh depot
SMIS33796,2019-10-22 04:16:00.000,201908,Doncaster Belmont Yard,Train axle or wheel loading fault detection,,"6D51 Wheel flats Doncaster"
SMIS2233306,2019-10-22 10:00:00.000,201908,Woolley Coal Siding,Person in a prohibited area,,Trespass-Four youths trespassed at Woolley reported by 1Y08 (08:17 Nottingham-Leeds).
SMIS2320060,2019-10-22 10:14:00.000,201908,Cardiff Celsa,"Person interacting with animal, object,  vehicle or another person",,Near Miss at Cardiff Celsa
SMIS021166,2019-10-22 11:00:00.000,201908,Corkerhill LMD (Glasgow),Awkward Body Movement,Awkward body movement,BELATED: Staff member injured lower back when lifting a pallet.
SMIS072049,2019-10-23 00:55:00.000,201908,Crown Point LMD (Norwich),Fire or explosion (train),,Depot fire 17rd
SMIS2618533,2019-10-23 01:00:00.000,201908,Heaton LMD,Railway operating incident,,CET pipe adrift from 142091 unit
SMIS2618515,2019-10-23 01:04:00.000,201908,Norwich Crown Point Depot,Railway operating incident,,Wrong Route - Shunt movement sent to the wash road at Norwich Crown Point in error. Cause: Signaller error.
SMIS3021829,2019-10-23 01:20:00.000,201908,Heaton LMD,Slip trip or fall,"Slip, trip, fall","Contractor fell, sustained injury"
SMIS2320070,2019-10-23 07:45:00.000,201908,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff 45051 23/10/2019 Wimbledon TCD: Depot driver pulled a muscle in their back when operating number 50 point
SMIS2320077,2019-10-23 08:28:00.000,201908,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff accident at Neville Depot
SMIS1589,2019-10-23 10:10:00.000,201908,Rotherham Steel Terminal,Machine plant equipment or tool failure,,Reachstaker (operated by NWT staff) has failed & dropped a container. No DB Cargo staff involvement
SMIS3710311,2019-10-23 14:50:00.000,201908,Aylesbury South siding DOWN,"Train striking or struck by animal, object or road vehicle",,"18194/19 - Collision between Unit 165005 and Buffer Stop at Aylesbury Down Sidings with Minor Damage"
SMIS099838,2019-10-23 17:08:00.000,201908,Cwmbach Sidings,Incorrect usage of level crossing,,LC Misuse. A man and bike crossed in front of 2Y73 at Cwmbach Sidings LC
SMIS021160,2019-10-24 12:05:00.000,201908,Allerton LMD,Awkward Body Movement,Awkward body movement,"Fitter reported that he was alighting Flex conversion unit 769442 when his foot became caught between the cab heater and hand rail, causing him to twist his left knee. First aid offered but not required. A2 form submitted by Allerton fitter."
SMIS2233364,2019-10-24 21:47:00.000,201908,Bournemouth Train Care Depot,Person in a prohibited area,,Trespass - male on crutches wondering around on the tracks at Bournmouth Depot
SMIS385915,2019-10-24 22:17:00.000,201908,Tyseley LMD,Vandalism,,Vandalism - The Senior Conductor of 2V56 (2034 Whitlock's End to Worcester Foregate Street) reported that whilst at Whitlock's End 172343 had been tagged.
SMIS2618622,2019-10-25 00:00:00.000,201908,Penzance (Long Rock) LMD,Railway operating incident,,"802010 collided with stop blocks at Long Rock"
SMIS2320335,2019-10-25 00:00:00.000,201908,Allerton LMD,"Person interacting with animal, object,  vehicle or another person",Interaction with train,"Fitter trapped hand in unit door, injury sustained"
SMIS021161,2019-10-25 04:30:00.000,201908,Allerton LMD,Awkward Body Movement,Awkward body movement,TPO injured neck and shoulder during duties
SMIS2624443,2019-10-25 04:38:00.000,201908,Crewe - OLE Accommodation MDU,Railway operating incident,,"5D03/Driver moved unit without authority"
SMIS379956,2019-10-25 07:15:00.000,201908,Bletchley Carriage Sidings,"Train striking or struck by animal, object or road vehicle",,TSBS - Units forming 5B14 (0731 Bletchley CS - Bletchley) suffered damage due to striking an object on previous journey.
SMIS385955,2019-10-25 08:09:00.000,201908,Freightliner Manchester,Vandalism,,"4K06 Container break ins en route to London Gateway"
SMIS3021895,2019-10-25 14:00:00.000,201908,Warrington Tmd,Slip trip or fall,"Slip, trip, fall",Personal injury to Warrington area GSTM
SMIS213674,2019-10-25 16:57:00.000,201908,Wimbledon LMD (London),Person exposed to a hazardous substance,Hazardous susbstance,Staff 44093 25/10/2019 Wimbledon TCD: The guard of 5K49 to sprayed with cleaning fluid when the train passed through the washer with a window open.
SMIS2622005,2019-10-25 19:14:00.000,201908,Bounds Green LMD,Railway operating incident,,"91112 light engine shunt move.  Loco routed and moved forward onto unwired road."
SMIS3022411,2019-10-25 23:55:00.000,201908,Guildford North Box Sidings,Slip trip or fall,"Slip, trip, fall",Staff Major 36138 25/10/2019 Guildford: Driver slipped on steps in North Box sidings and has fractured ribs. Lost time from duty.
SMIS021151,2019-10-26 00:00:00.000,201908,Bristol St Philips Marsh LMD,Awkward Body Movement,Awkward body movement,Driver pulled muscle in back whilst driving a 165 DMU set
SMIS385956,2019-10-26 03:25:00.000,201908,Freightliner Ipswich,Vandalism,,"4L60 open container discovered on arrival Ipswich yard"
SMIS312839,2019-10-26 06:23:00.000,201908,Coal Yard (Crewe),Speed restriction warning  board fault or irregularity,,Warning Board - Signaller reported ESR indicator had been unlit at Crewe Coal Yard - Winsford South Junction.
SMIS3021866,2019-10-26 09:04:00.000,201908,Earles Sidings,Slip trip or fall,"Slip, trip, fall","PA - Operations: Signaller walking to Earles Sidings signalbox tripped on the steps on the approach to the access gate, spraining left ankle"
SMIS35441,2019-10-27 06:55:00.000,201908,Tees Yard,Train derailment,,Derailment - RRV derailed on No. 525 points on the Down Staging Sidings within Tees New Yard.
SMIS2233385,2019-10-27 09:22:00.000,201908,Woolwich Dockyard,Person in a prohibited area,,"Trespass - A female trespasser walked trackside towards Woolwich Dockyard Station.  The female stated, when questioned by the driver of 2O27, that she thought it was allowed"
SMIS3210039,2019-10-27 12:10:00.000,201908,Longsight Depot LC,Train-track control system brake application or fault,,"1U94 09:47 Barrow in furness - Man Airport reports a TPWS  OSS activation at Longsight south"
SMIS4356450,2019-10-27 19:30:00.000,201908,Brighton Ced Swimu MDU,Personal accident form,"Slip, trip, fall",INV-ACC3043
SMIS2320143,2019-10-27 23:27:00.000,201908,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff 45052 27/10/2019 Wimbledon TCD: Depot driver caught their hand in a nose end door of units 458511 when it sprung back quicker than they were expecting.
SMIS2320970,2019-10-28 01:00:00.000,201908,Birmingham Moor Street Sidings,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool","18514/19 - A staff member cut their finger on a discarded bottle on Unit 168108 at Birmingham Moor Street Sidings"
SMIS2320139,2019-10-28 06:30:00.000,201908,Crown Point LMD (Norwich),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",NCP Tech sustained bruising/blister to finger
SMIS2320664,2019-10-28 09:50:00.000,201908,Guide Bridge MDU,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",PA - Manchester DU: Technician got spark in eye when carrying out grinding repairs at Guide Bridge depot
SMIS2233480,2019-10-28 12:23:00.000,201908,Camden MDU,Person in a prohibited area,,Passengers on ECS (class 5) : Camden
SMIS2618642,2019-10-28 12:35:00.000,201908,Eastleigh,Railway operating incident,,SCO - Points run through at Eastleigh Yard
SMIS35443,2019-10-28 19:06:00.000,201908,Ripple Lane FLT,Train derailment,,Derailment - 4L48 (13:51 Daventry - Purfleet) derailed on Network Rail infrastructure at Ripple Lane Freightliner Terminal.
SMIS3021961,2019-10-29 00:00:00.000,201908,Reading (Cow Lane) MDU,Slip trip or fall,"Slip, trip, fall",STF accident to a Technician at Reading Traincare Depot
SMIS021170,2019-10-29 00:00:00.000,201908,Cambridge Adj Mill Rd MDU,Awkward Body Movement,Awkward body movement,Train pres cleaner suffered a leg sprain whilst alighting
SMIS2320213,2019-10-29 01:13:00.000,201908,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff accident at Etches Park
SMIS385947,2019-10-29 01:34:00.000,201908,Etches Park LMD (Derby),Vandalism,,Vandalism on train
SMIS364854,2019-10-29 02:45:00.000,201908,Crofton,Train Fault,,"29/10/19 1A63 Unit Faults"
SMIS364864,2019-10-29 05:23:00.000,201908,Neville Hill Depot East console,Train Fault,,OTDR fault on 5C13
SMIS291138,2019-10-29 07:37:00.000,201908,Grove Park Depot,Signal passed at danger,,"5N64 SPAD Shunt signal GPL2"
SMIS4356340,2019-10-29 11:50:00.000,201908,Bedford Midland LMD,Personal accident form,Interaction with train,INV-ACC3116
SMIS2320193,2019-10-29 13:48:00.000,201908,Tonbridge West Yard,"Person interacting with animal, object,  vehicle or another person",Interaction with train,Staff Finger shut in cab door at tonbridge
SMIS2320183,2019-10-29 14:15:00.000,201908,Shields ET Depot,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool","While usings 2 spanners to remove an inter-vehicle hose on 320418, the spanner slipped and struck AM on the mouth causing a tooth to be badly chipped."
SMIS34146,2019-10-29 17:12:00.000,201908,Bounds Green LMD,Train colliding with another train,,A class 08 pilot loco hit the south end power car 43313 while moving about Bounds Green Depot.
SMIS35444,2019-10-29 19:15:00.000,201908,Romford sidings,Train derailment,,"TD - DR 77905 on No. 2 Road of Romford Engineers’ Sidings, had been in the process of moving towards No. 1 Road to couple with a tamper when the regulator derailed by the front two axles as a result of track spread."
SMIS35445,2019-10-29 22:10:00.000,201908,Immingham,Train derailment,,DCR Loco 56091 has become derailed
SMIS256899,2019-10-30 01:16:00.000,201908,Stewarts Lane Depot,Railway infrastructure fault,,P'Way Failure - Dislodged bricks fallen from ATL36A onto 12/26 roads in Stewarts Lane Depot
SMIS385957,2019-10-30 02:34:00.000,201908,Freightliner Liverpool,Vandalism,,"4M56 en route break in to Garston"
SMIS3022260,2019-10-30 03:00:00.000,201908,Heaton LMD,Slip trip or fall,"Slip, trip, fall","TPO slipped when boarding unit, injury sustained"
SMIS4356339,2019-10-30 04:00:00.000,201908,Horsham Buildings MDU,Personal accident form,"Slip, trip, fall",INV-ACC3100
SMIS3021988,2019-10-30 07:33:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,"Slip, trip, fall",Staff accident at Etches Park
SMIS35446,2019-10-30 08:55:00.000,201908,Warrington Arpley MDU,Train derailment,,Derailment at Warrington Arpley Yard
SMIS021173,2019-10-30 13:15:00.000,201908,Crewe Gresty,Awkward Body Movement,Awkward body movement,PI - Back Pain Basford Hall Crewe
SMIS3024616,2019-10-30 17:31:00.000,201908,Holyhead LMD,Slip trip or fall,"Slip, trip, fall",Minor Holyhead Depot Contractor fell in man hole hidden by vegetation
SMIS2233537,2019-10-30 21:40:00.000,201908,Birkenhead North LMD,Person in a prohibited area,,"5G39 21:40 Crewe to Wolverhampton SET: 390126 VEH: 69426; Passenger found on board ECS at Oxley depot."
SMIS2320224,2019-10-30 23:30:00.000,201908,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Staff accident at Neville Hill
SMIS3710018,2019-10-31 10:20:00.000,201908,Ilford LMD (London),"Train striking or struck by animal, object or road vehicle",,"317504 struck pit board in depot"
SMIS2233513,2019-10-31 11:49:00.000,201908,Thames Haven Yard,Person in a prohibited area,,PT -  4 males and 15 dogs inside the railway boundary at Thameshaven yard.
SMIS329803,2019-10-31 16:51:00.000,201908,Central Rivers Depot (Barton under Needwood),Train-track control system brake application or fault,,"AWS - Birmingham Driver working 1M68 13:45 Cardiff Central - Nottingham reported AWS code 2 at DY173 in Barton under Needwood area driving from 79101, 170101."
SMIS4356561,2019-11-01 03:00:00.000,201908,Selhurst Depot,Personal accident form,,INV-ACC3434
SMIS2320509,2019-11-01 10:00:00.000,201908,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person","Interaction with plant, machine, equip or tool",Technician strained his back whilst moving a bogie with a crane.
SMIS2618732,2019-11-01 11:59:00.000,201908,Willesden IC LMD (London),Railway operating incident,,OCC - Willesden TMD Staff left Earthing strap in place when OLE was re-energised causing section trip.
